User,Date,Text,Compound,Positive,Neutral,Negative,Tweets Ago
CBS,Mon Jun 11 01:24:12 +0000 2018,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.4019,0.162,0.0,0.838,34
CBS,Mon Jun 11 01:19:59 +0000 2018,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.9151,0.457,0.0,0.543,35
CBS,Mon Jun 11 01:12:31 +0000 2018,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.6369,0.375,0.0,0.625,36
CBS,Mon Jun 11 01:08:28 +0000 2018,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.1511,0.102,0.0,0.898,37
CBS,Mon Jun 11 01:08:24 +0000 2018,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.1531,0.148,0.0,0.852,38
CBS,Mon Jun 11 01:02:47 +0000 2018,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.8834,0.563,0.0,0.437,39
CBS,Mon Jun 11 00:58:06 +0000 2018,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,0.0,0.0,1.0,40
CBS,Mon Jun 11 00:52:34 +0000 2018,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.2714,0.207,0.0,0.793,41
CBS,Mon Jun 11 00:51:11 +0000 2018,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,0.0,0.0,1.0,42
CBS,Mon Jun 11 00:50:18 +0000 2018,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.8478,0.506,0.0,0.494,43
CBS,Mon Jun 11 00:45:14 +0000 2018,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.8858,0.565,0.0,0.435,44
CBS,Mon Jun 11 00:44:36 +0000 2018,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,0.0,0.0,0.0,1.0,45
CBS,Mon Jun 11 00:35:41 +0000 2018,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",0.25,0.08,0.0,0.92,46
CBS,Mon Jun 11 00:34:45 +0000 2018,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,0.4588,0.167,0.0,0.833,47
CBS,Mon Jun 11 00:31:28 +0000 2018,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",0.0,0.0,0.0,1.0,48
CBS,Mon Jun 11 00:27:42 +0000 2018,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,0.3612,0.263,0.0,0.737,49
CBS,Mon Jun 11 00:27:00 +0000 2018,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,0.8908,0.57,0.0,0.43,50
CBS,Mon Jun 11 00:24:31 +0000 2018,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,0.0,0.0,0.0,1.0,51
CBS,Mon Jun 11 00:22:15 +0000 2018,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,0.0,0.0,0.0,1.0,52
CBS,Mon Jun 11 00:22:15 +0000 2018,RT @misschae: I love theatre so much. #TonyAwards,0.6369,0.412,0.0,0.588,53
CBS,Mon Jun 11 00:18:16 +0000 2018,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,0.0,0.0,0.0,1.0,54
CBS,Mon Jun 11 00:13:27 +0000 2018,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",0.6369,0.244,0.0,0.756,55
CBS,Mon Jun 11 00:12:31 +0000 2018,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,0.8834,0.563,0.0,0.437,56
CBS,Mon Jun 11 00:06:39 +0000 2018,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",0.6696,0.36,0.0,0.64,57
CBS,Mon Jun 11 00:04:15 +0000 2018,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,0.0,0.0,0.0,1.0,58
CBS,Sun Jun 10 23:59:00 +0000 2018,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,0.0,0.0,0.0,1.0,59
CBS,Sun Jun 10 23:18:15 +0000 2018,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,0.0,0.0,0.0,1.0,60
CBS,Sun Jun 10 22:01:25 +0000 2018,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",0.0,0.0,0.0,1.0,61
CBS,Sun Jun 10 15:00:01 +0000 2018,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,0.4184,0.157,0.0,0.843,62
CBS,Sat Jun 09 21:00:02 +0000 2018,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.5093,0.155,0.0,0.845,63
CBS,Sat Jun 09 16:00:00 +0000 2018,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,0.0,0.0,1.0,64
CBS,Fri Jun 08 19:46:17 +0000 2018,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.18,0.0,0.82,65
CBS,Fri Jun 08 15:00:03 +0000 2018,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,0.0,1.0,66
CBS,Fri Jun 08 13:58:15 +0000 2018,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.9078,0.436,0.0,0.564,67
CBS,Thu Jun 07 17:03:26 +0000 2018,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.3612,0.128,0.0,0.872,68
CBS,Wed Jun 06 21:00:24 +0000 2018,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.2732,0.176,0.105,0.719,69
CBS,Wed Jun 06 00:08:30 +0000 2018,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",0.3595,0.128,0.0,0.872,70
CBS,Tue Jun 05 22:23:35 +0000 2018,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",-0.4404,0.1,0.177,0.723,71
CBS,Tue Jun 05 22:12:28 +0000 2018,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.4574,0.176,0.0,0.824,72
CBS,Tue Jun 05 19:00:02 +0000 2018,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.5093,0.155,0.0,0.845,73
CBS,Tue Jun 05 15:04:41 +0000 2018,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,0.0,0.0,1.0,74
CBS,Mon Jun 04 17:00:00 +0000 2018,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,0.0,0.0,1.0,75
CBS,Fri Jun 01 17:39:17 +0000 2018,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",-0.3903,0.062,0.131,0.807,76
CBS,Fri Jun 01 17:00:03 +0000 2018,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,0.8442,0.336,0.0,0.664,77
CBS,Thu May 31 23:50:00 +0000 2018,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",0.8932,0.455,0.0,0.545,78
CBS,Wed May 30 15:07:34 +0000 2018,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",0.4926,0.151,0.0,0.849,79
CBS,Mon May 28 21:00:01 +0000 2018,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",0.0,0.0,0.0,1.0,80
CBS,Mon May 28 02:08:19 +0000 2018,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,0.0,0.0,0.0,1.0,81
CBS,Wed May 23 23:07:38 +0000 2018,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,0.6239,0.211,0.0,0.789,82
CBS,Wed May 23 19:02:43 +0000 2018,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",0.5859,0.174,0.0,0.826,83
CBS,Tue May 22 23:19:40 +0000 2018,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,0.1139,0.083,0.0,0.917,84
CBS,Tue May 22 20:02:22 +0000 2018,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",0.0,0.0,0.0,1.0,85
CBS,Mon May 21 23:00:01 +0000 2018,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,0.0,0.0,0.0,1.0,86
CBS,Sun May 20 20:00:00 +0000 2018,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,0.3382,0.131,0.061,0.808,87
CBS,Sun May 20 17:00:01 +0000 2018,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,0.1867,0.08,0.0,0.92,88
CBS,Sat May 19 08:00:01 +0000 2018,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,0.4199,0.285,0.0,0.715,89
CBS,Fri May 18 21:00:01 +0000 2018,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,0.0,0.0,0.0,1.0,90
CBS,Fri May 18 14:00:03 +0000 2018,"The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",0.3595,0.151,0.0,0.849,91
CBS,Thu May 17 23:44:27 +0000 2018,When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,0.7177,0.285,0.0,0.715,92
CBS,Thu May 17 21:19:59 +0000 2018,Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,0.1867,0.093,0.0,0.907,93
CBS,Thu May 17 19:12:51 +0000 2018,"Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",0.0,0.0,0.0,1.0,94
CBS,Thu May 17 13:00:00 +0000 2018,How many shows can you binge in a month? Find out with a 1 month free trial of CBS All Access! Use code STREAMITALL… https://t.co/yccQppCaxC,0.5562,0.146,0.0,0.854,95
CBS,Thu May 17 00:00:00 +0000 2018,"Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which… https://t.co/f9PSQfpHL7",0.75,0.242,0.0,0.758,96
CBS,Wed May 16 22:56:24 +0000 2018,What happens when the friendliest guy in the Midwest moves his family next door to a not-so-friendly new LA neighbo… https://t.co/KtEoNE3deL,0.5574,0.159,0.0,0.841,97
CBS,Wed May 16 22:56:24 +0000 2018,"When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",0.3802,0.11,0.0,0.89,98
CBS,Wed May 16 22:56:23 +0000 2018,"When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",0.34,0.112,0.0,0.888,99
CBS,Wed May 16 22:56:23 +0000 2018,The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,0.5859,0.174,0.0,0.826,100
CNN,Thu Jun 14 03:46:06 +0000 2018,"Republican Sen. James Lankford rejected Sen. Bob Corker's comments that the GOP is in a ""cult-like situation"" with… https://t.co/zPrxKCCMsI",-0.5106,0.0,0.163,0.837,1
CNN,Thu Jun 14 03:31:07 +0000 2018,"""Corker's outspokenness has to be leavened with the political reality that he isn't ever going to run for anything… https://t.co/JjCVBdngSP",0.0,0.0,0.0,1.0,2
CNN,Thu Jun 14 03:16:09 +0000 2018,"Frustrated with a lack of action on gun control, the American Medical Association -- the country's largest physicia… https://t.co/xyinm5rEgT",-0.7964,0.0,0.351,0.649,3
CNN,Thu Jun 14 03:01:07 +0000 2018,The president of the US Conference of Catholic Bishops criticized President Donald Trump's administration over immi… https://t.co/iqy7qBHiNR,-0.3612,0.0,0.135,0.865,4
CNN,Thu Jun 14 02:54:45 +0000 2018,"RT @CNNTonight: ""The real purveyor of 'fake news' is the President of the United States. ... What he hates is truthful reporting about him…",-0.0516,0.182,0.189,0.629,5
CNN,Thu Jun 14 02:53:06 +0000 2018,"Congressional Democrats are starting to accept that they may lose parts, if not all, of their status as superdelega… https://t.co/y6PczB7l5M",-0.0258,0.112,0.116,0.773,6
CNN,Thu Jun 14 02:49:08 +0000 2018,A guilty plea related to the 2017 hazing death of Penn State University fraternity pledge Timothy Piazza was entere… https://t.co/eclrgTiHSZ,-0.7717,0.0,0.283,0.717,7
CNN,Thu Jun 14 02:46:03 +0000 2018,"A new leader of Yellowstone National Park -- the largest national park in the US -- was named on Wednesday, but the… https://t.co/hvgv4OrMUL",0.0,0.0,0.0,1.0,8
CNN,Thu Jun 14 02:41:38 +0000 2018,"Anderson Cooper: For all of President Trump's railing against so-called ""fake news,"" clearly he has no such distast… https://t.co/B1mSbaUgvd",-0.3818,0.113,0.221,0.667,9
CNN,Thu Jun 14 02:35:11 +0000 2018,"Corey Stewart, the projected Republican nominee for US Senate in Virginia, repeatedly accused Democrats of using ""t… https://t.co/lg4eV4unUm",-0.296,0.0,0.115,0.885,10
CNN,Thu Jun 14 02:25:22 +0000 2018,The Trump administration is expected to announce the formal suspension of planning for major August multilateral mi… https://t.co/sFbpT6GLYE,0.0,0.0,0.0,1.0,11
CNN,Thu Jun 14 02:20:29 +0000 2018,"RT @CuomoPrimeTime: ""The most entertaining 15 min. I have watched on TV in a long, long time. Forget the raccoon cam, forget the gorilla ch…",0.101,0.118,0.141,0.741,12
CNN,Thu Jun 14 02:16:07 +0000 2018,Apple is about to make it harder for law enforcement agencies to gain access to information on iPhones. A new featu… https://t.co/QRO0LJ16TH,0.5267,0.145,0.0,0.855,13
CNN,Thu Jun 14 02:09:12 +0000 2018,"Rep. Luis Gutierrez stood by his comments that Attorney General Jeff Sessions wants ""black people to be in the back… https://t.co/3IYVCgpYRn",0.0,0.0,0.0,1.0,14
CNN,Thu Jun 14 02:01:09 +0000 2018,"Firefighters in Colorado still have several days of tough going against a fire that has burned more than 26,000 acr… https://t.co/mFyUYneH63",-0.4404,0.0,0.178,0.822,15
CNN,Thu Jun 14 01:56:06 +0000 2018,Federal court documents unsealed Wednesday inadvertently revealed several names of potential witnesses in Paul Mana… https://t.co/a0EhJDJkzc,0.0,0.0,0.0,1.0,16
CNN,Thu Jun 14 01:52:07 +0000 2018,"RT @CuomoPrimeTime: “My father is dead and buried and was ten times the man you will ever be on your best day”

@ChrisCuomo fires back at G…",-0.0258,0.125,0.128,0.746,17
CNN,Thu Jun 14 01:51:04 +0000 2018,A grand jury has charged a man with threatening to harm liberal Sens. Bernie Sanders and Kamala Harris and proteste… https://t.co/jYT3KHGvqg,-0.6908,0.112,0.326,0.562,18
CNN,Thu Jun 14 01:41:03 +0000 2018,House Democratic Chairman Joe Crowley collapsed during a protest in Washington on the Trump administration's immigr… https://t.co/7NMuFbu6EH,-0.4767,0.0,0.227,0.773,19
CNN,Thu Jun 14 01:32:46 +0000 2018,These governors were elected with very few votes. Is that a problem? https://t.co/BnoBwqu38i https://t.co/rcVRidOVaD,-0.4019,0.0,0.184,0.816,20
CNN,Thu Jun 14 01:31:00 +0000 2018,"Rep. Mark Sanford says he ""could not more vigorously disagree"" that the Republican Party is the party of President… https://t.co/fpsz5WdjpZ",0.7354,0.307,0.063,0.63,21
CNN,Thu Jun 14 01:30:02 +0000 2018,"RT @CuomoPrimeTime: “I take support from whoever wants to give it me. That doesn’t mean I support their views”

GOP Senate candidate Corey…",0.6597,0.213,0.0,0.787,22
CNN,Thu Jun 14 01:28:51 +0000 2018,"London Breed became the first African-American woman elected to lead San Francisco on Wednesday, when her opponent… https://t.co/6HqA9obLON",0.0,0.0,0.0,1.0,23
CNN,Thu Jun 14 01:23:37 +0000 2018,"RT @AC360: .@MaxBoot:""The nuclear threat from North Korea is completely unchanged... [it] has not given up a single warhead, they have not…",-0.5267,0.0,0.145,0.855,24
CNN,Thu Jun 14 01:10:10 +0000 2018,"Acting on a tip, Border Patrol agents raided a two-bedroom house. They found 62 undocumented immigrants inside.… https://t.co/AmLGvcELcW",0.0,0.0,0.0,1.0,25
CNN,Thu Jun 14 01:01:00 +0000 2018,"Rep. Mark Sanford, defeated in a GOP primary after being attacked by the President on Twitter, says it is the entir… https://t.co/VIFApwxYrF",-0.7269,0.0,0.243,0.757,26
CNN,Thu Jun 14 00:47:12 +0000 2018,"RT @OutFrontCNN: What life's been like for President Donald Trump's personal attorney, Michael Cohen since the FBI raided his home? CNN's B…",0.3612,0.106,0.0,0.894,27
CNN,Thu Jun 14 00:46:37 +0000 2018,"Former Rep. Charlie Dent on the GOP primary results: ""There is a litmus test in the Republican Party now, and it is… https://t.co/KI4ZHY0W6V",0.4019,0.114,0.0,0.886,28
CNN,Thu Jun 14 00:42:44 +0000 2018,RT @AC360: .@andersoncooper: The Republican Party now appears to be the party of Donald Trump #KeepingThemHonest https://t.co/PNSUCTlYzV ht…,0.6597,0.252,0.0,0.748,29
CNN,Thu Jun 14 00:31:06 +0000 2018,"RT @AC360: The Republican Party is not the party of Donald Trump despite my primary loss, says Rep. Mark Sanford, who was defeated by a Tru…",-0.1769,0.15,0.173,0.677,30
CNN,Thu Jun 14 00:31:00 +0000 2018,General Electric invented thousands of products that changed life in America. Now its recent troubles have some wor… https://t.co/MvPauR7VSI,-0.4588,0.0,0.143,0.857,31
CNN,Thu Jun 14 00:28:15 +0000 2018,"Rep. Mark Sanford on whether the GOP is the party of Trump: ""This notion of it belonging to anybody at the top is a… https://t.co/t31r0R4XXQ",0.5423,0.164,0.0,0.836,32
CNN,Thu Jun 14 00:24:58 +0000 2018,A Texas man was watching the news in San Antonio when he learned about authorities discovering 54 undocumented immi… https://t.co/HQ3f0LgRsY,0.0,0.0,0.0,1.0,33
CNN,Thu Jun 14 00:16:46 +0000 2018,"Rep. Mark Sanford, defeated in a GOP primary after being attacked by the President on Twitter, says it is the entir… https://t.co/odwmBR7Aje",-0.7269,0.0,0.243,0.757,34
CNN,Wed Jun 13 23:56:04 +0000 2018,"President Trump ignored advice when he went after Rep. Mark Sanford, sources say https://t.co/KStpXUnH5G https://t.co/JzsgfP4quH",-0.3182,0.0,0.141,0.859,35
CNN,Wed Jun 13 23:52:18 +0000 2018,"RT @OutFrontCNN: After meeting with North Korean dictator, Trump calls press America's 'biggest enemy' https://t.co/bP6CRv2nW9

""Attacking…",-0.5423,0.0,0.189,0.811,36
CNN,Wed Jun 13 23:51:06 +0000 2018,Republicans in Congress said the message came in loud and clear Tuesday night: Oppose President Donald Trump and it… https://t.co/0FJVuVPsGX,0.3818,0.12,0.0,0.88,37
CNN,Wed Jun 13 23:42:05 +0000 2018,Canadian Foreign Minister Chrystia Freeland said the US decision to slap tariffs against Canada on national securit… https://t.co/5eBaCErLAR,0.1531,0.086,0.0,0.914,38
CNN,Wed Jun 13 23:37:07 +0000 2018,"RT @OutFrontCNN: Secretary of State Pompeo says, ""verification"" language is in the agreement signed by President Trump and North Korean lea…",0.4939,0.138,0.0,0.862,39
CNN,Wed Jun 13 23:35:46 +0000 2018,Mark Sanford says he's not upset with President Donald Trump for tweeting support of his opponent a few hours befor… https://t.co/DN8SM6yEK8,0.5972,0.213,0.0,0.787,40
CNN,Wed Jun 13 23:31:00 +0000 2018,"Interest rates are going up again. “The main takeaway is that the economy is doing very well,” Federal Reserve Chai… https://t.co/caXqcnqtec",0.4588,0.13,0.0,0.87,41
CNN,Wed Jun 13 23:25:00 +0000 2018,"Meet the master architect behind Japan's remote ""art island"" | via @CNNStyle https://t.co/yDJqF0nM6A https://t.co/YyojpVDl7M",0.0,0.0,0.0,1.0,42
CNN,Wed Jun 13 23:11:03 +0000 2018,Oklahoma Republican Sen. James Inhofe said he was nearing his limit with EPA Administrator Scott Pruitt and that an… https://t.co/PZUr05Ck2G,0.0,0.0,0.0,1.0,43
CNN,Wed Jun 13 23:01:00 +0000 2018,President Donald Trump’s lawyers plot their next move following the North Korea summit https://t.co/TosHjwlt4k https://t.co/6ZIR3x9ooH,0.0,0.0,0.0,1.0,44
CNN,Wed Jun 13 22:56:25 +0000 2018,"RT @CNNSitRoom: President Trump continuing to say the press is the ""country's biggest enemy"" is ""a form of poison that continues to infect…",-0.7906,0.0,0.25,0.75,45
CNN,Wed Jun 13 22:51:07 +0000 2018,The Trump administration is creating a new office to investigate citizenship fraud https://t.co/y06UhNYxvp https://t.co/axx2tbBaNn,-0.3818,0.129,0.224,0.647,46
CNN,Wed Jun 13 22:45:39 +0000 2018,RT @CNNPolitics: Fed Chairman Jerome Powell: “The main takeaway is that the economy is doing very well” https://t.co/mBopb94o17 https://t.c…,0.0,0.0,0.0,1.0,47
CNN,Wed Jun 13 22:45:00 +0000 2018,MotoGP veteran Loris Capirossi has played a key role in testing the all-electric bikes which will be used in the ne… https://t.co/bXTJk3T7Oe,0.34,0.107,0.0,0.893,48
CNN,Wed Jun 13 22:44:49 +0000 2018,"Rep. Eric Swalwell says President Trump would be ""in real trouble"" if Michael Cohen flips: ""You don't flip if you d… https://t.co/6vYzNVPksl",-0.4019,0.0,0.114,0.886,49
CNN,Wed Jun 13 22:41:55 +0000 2018,"RT @CNNSitRoom: President Trump says the press is the “country’s biggest enemy”

Rep. Swalwell says that statement could have been issued f…",0.0,0.0,0.0,1.0,50
CNN,Wed Jun 13 22:41:04 +0000 2018,The risk of outbreaks is rising in 12 of the 18 states that permit nonmedical exemptions from childhood vaccination… https://t.co/mwzsZH4yEg,-0.2732,0.0,0.1,0.9,51
CNN,Wed Jun 13 22:36:00 +0000 2018,What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-… https://t.co/kzYwSFx79Z,0.0,0.0,0.0,1.0,52
CNN,Wed Jun 13 22:31:07 +0000 2018,Argentina's Congress is debating whether to liberalize the nation's highly restrictive abortion laws… https://t.co/mk1H9qnuvW,0.0,0.0,0.0,1.0,53
CNN,Wed Jun 13 22:28:25 +0000 2018,This raccoon’s harrowing journey to the top of a building made it an instant internet star https://t.co/c2YJcFgUww https://t.co/Hb3ETQoJ4N,0.2023,0.101,0.0,0.899,54
CNN,Wed Jun 13 22:21:05 +0000 2018,Neil Patrick Harris is sorry. The actor posted an apology to Rachel Bloom after a tweet he wrote about her on-air w… https://t.co/sxWVDVmcNr,-0.0258,0.053,0.058,0.889,55
CNN,Wed Jun 13 22:11:05 +0000 2018,"For most of their annual meeting this week in Dallas, Southern Baptists have talked about spiritual matters.

But t… https://t.co/4JNwjHpGo4",0.0258,0.055,0.0,0.945,56
CNN,Wed Jun 13 22:07:21 +0000 2018,Fox's investment into the American broadcast rights for the next three World Cup tournaments seemed like a huge mis… https://t.co/Eor7vdyNmG,0.5859,0.22,0.0,0.78,57
CNN,Wed Jun 13 22:03:08 +0000 2018,President Donald Trump’s lawyers plot their next move following the North Korea summit https://t.co/Q4hvgn9Vsh https://t.co/tjcn8CrrxS,0.0,0.0,0.0,1.0,58
